len of url,no of dots,security sensitive words,no of hyphens in dom,dir_len,no of subdir,domain len,domain token count,path token count,ip present,largest domain_tok_len,avg_dom_token_len,largest path token length,avg path token length,suspicious tld,len_of_file,total dots in file,total delims in file,len_of_argument,no_of_variables,len_of_largest_variable_val,max_no_of_argum_delims,create_age(months),expiry_age(months),update_age(days),zipcode,URL,Label
66,5,1,0,6,1,11,2,1,0,7,5,4,4,0,9,1,0,40,2,15,1,2,10,61,-1,http://safetem.com/fcid/login.php?cmd=login_submit&amp;id=dd27e339a040...,1
16,2,0,0,1,0,15,3,0,0,7,4.333333333,0,0,0,0,0,0,0,0,0,0,218,34,136,-1,http://www.daffins.com/,0
39,3,0,0,23,3,16,4,3,0,5,3.25,9,6.333333333,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.maths.tcd.ie/~dwilkins/Courses/311/,0
23,2,0,1,1,0,22,3,0,0,14,6.666666667,0,0,0,0,0,0,0,0,0,0,179,109,344,-1,http://www.sterling-group.com/,0
17,3,0,0,1,0,16,4,0,0,6,3.25,0,0,0,0,0,0,0,0,0,0,189,15,275,-1,http://www.metice.co.uk/,0
30,2,0,0,14,2,16,3,2,0,9,4.666666667,7,5.5,1,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.f1gpvideo.tk/wp-crit/ipad/,1
37,3,0,0,12,2,16,3,2,0,9,4.666666667,6,4.5,0,9,1,0,0,0,0,0,-1,-1,-1,-1,http://foztextil.com.br/usamem/aol/index.htm,1
66,5,0,5,0,0,66,2,0,0,31,30.5,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://256163-deu-prob-angabe-nachweis.sicherheitssystem-hilfeservice....,1
18,2,0,0,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,243,23,473,-1,http://www.tealeaves.com/,0
26,2,0,0,1,0,25,3,0,0,17,7.666666667,0,0,0,0,0,0,0,0,0,0,174,18,183,-1,http://www.institutohispania.com/,0
46,1,0,0,10,1,20,2,1,0,16,9.5,8,8,0,16,0,2,0,0,0,0,-1,-1,-1,-1,http://americanhumanist.org/Humanism/What_is_Humanism,0
66,6,1,0,7,1,27,3,1,0,16,8.333333333,5,5,0,8,1,0,24,2,8,0,74,10,68,-1,http://se14th.aamcocentraliowa.com/login/inet.php?LOB=RBGLogon&amp;_pa...,1
38,4,0,1,7,1,21,4,1,0,8,4.5,5,5,0,10,1,0,0,0,0,0,200,5,-1,-1,http://www.ega-math.narod.ru/Bbaki/Bourb3.htm,0
17,2,0,0,1,0,16,3,0,0,8,4.666666667,0,0,0,0,0,0,0,0,0,0,181,11,435,-1,http://www.cappojim.com/,0
33,2,0,0,11,1,22,3,1,0,10,6.666666667,9,9,0,0,0,0,0,0,0,0,31,5,24,-1,http://dropbox.wdecisions.com/download=/,1
66,5,0,0,21,3,21,3,3,0,13,6.333333333,8,5.666666667,0,24,3,0,0,0,0,0,16,8,161,79,http://www.stylelikeours.com/skin/frontend/style/abd1e982fb70f68eaad07...,1
24,2,0,0,1,0,13,2,0,0,9,6,0,0,0,10,1,0,0,0,0,0,37,11,972,92821,http://handasapc.com/htd11.html,1
66,5,1,0,0,0,66,3,0,0,49,20.33333333,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://immediatelyconfirmyouraccounttobeabletouseitagain.cncianghuta.n...,1
44,6,0,0,17,3,13,3,3,0,6,3.666666667,8,4.333333333,0,9,1,0,5,1,0,0,-1,-1,-1,-1,http://sindju.org.br/includes/bl/dhl/index.php?;...,1
66,5,0,0,32,4,28,3,4,0,13,8.666666667,9,6.75,0,6,3,1,0,0,0,0,27,9,80,-1,http://ppp2sosnowiec.visiontrust.pl/libraries/joomla/cache/storage/C-R...,1
21,2,0,0,1,0,20,3,0,0,12,6,0,0,0,0,0,0,0,0,0,0,220,44,494,-1,http://www.gujaratindia.com/,0
23,2,0,0,9,1,14,3,1,0,6,4,7,7,0,0,0,0,0,0,0,0,327,9,9959,924,http://www.matrox.com/imaging/,0
16,2,0,0,1,0,15,3,0,0,7,4.333333333,0,0,0,0,0,0,0,0,0,0,181,11,19,75173,http://www.sigview.com/,0
59,5,0,0,41,8,15,3,8,0,7,4.333333333,8,4,0,3,3,0,0,0,0,0,2,9,47,-1,http://www.jadacub.net/opitu/m/auth/auth/es/auth/view/document/...,1
36,2,0,0,17,2,19,3,2,0,11,5.666666667,9,7,0,0,0,0,0,0,0,0,94,13,310,-1,http://www.torontostle.com/Documents/apple/,1
13,1,0,0,0,0,13,2,0,0,9,6,0,0,0,0,0,0,0,0,0,0,2,10,72,-1,http://onlinedaa.com,1
31,2,0,0,19,2,12,3,2,0,4,3.333333333,12,8,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.faqs.org/faqs/robotics-faq/,0
58,5,0,1,10,2,13,3,2,0,6,3.666666667,6,3.5,0,35,3,0,0,0,0,0,-1,-1,-1,-1,http://g-doc2.com.ng/viewer/e/1ab6e5c483d9e809f65edb5c80c46c2d...,1
63,3,0,0,43,6,11,3,6,0,3,3,8,6,0,9,1,0,0,0,0,0,-1,-1,-1,-1,http://www.fao.org/WAICENT/FAOINFO/ECONOMIC/GIEWS/ENGLISH/FS/index.htm,0
33,2,0,0,10,2,23,3,2,0,15,7,5,3.5,0,0,0,0,0,0,0,0,26,10,73,-1,http://www.ashuliaapparels.com/Nyben/ec/,1
37,3,1,0,7,1,13,2,1,0,10,6,5,5,0,9,1,0,8,1,0,0,-1,6,-1,-1,http://topschools.hk/Zone1/login.php?.portal,1
56,6,0,0,8,1,29,3,1,0,21,9,6,6,0,19,4,0,0,0,0,0,26,10,68,-1,http://www.prioritybookkeepingct.com/Follow/verification.php...,1
20,3,0,0,1,0,19,4,0,0,8,4,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.beverley.com.hk/,0
19,1,0,0,1,0,18,2,0,0,14,8.5,0,0,0,0,0,0,0,0,0,0,178,2,307,92821,http://twoloonscoffee.com/,0
31,1,0,0,11,2,16,2,2,0,12,7.5,4,4,0,4,0,0,0,0,0,0,92,4,483,-1,http://librarylions.com/aall/aall/X1z0,1
66,4,0,0,31,4,10,2,4,0,7,4.5,11,6.5,0,25,3,0,0,0,0,0,-1,-1,-1,-1,http://2lovers.ro/wp/wp-includes/SimplePie/Data/79f543da8eac29438c55bf...,1
16,2,0,0,1,0,15,3,0,0,7,4.333333333,0,0,0,0,0,0,0,0,0,0,200,4,1916,-1,http://www.dsxtech.com/,0
42,5,1,0,28,4,11,2,4,0,8,5,10,5.75,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://looginto.ga//profile.es/login-en/login/...,1
66,6,1,0,1,0,49,3,0,0,32,15.66666667,0,0,0,16,4,2,0,0,0,0,36,0,331,165397338,http://updateusaaserviceagent2242424r66.rayanpersian.com/usaa.com-sec-...,1
66,5,0,0,15,2,18,3,2,0,10,5.333333333,8,6,0,33,3,0,0,0,0,0,127,41,1865,400018,http://www.shobiziems.com/doctopdf/sess/607addb9e6e0d436dbc4720ce1245d...,1
24,2,0,0,1,0,23,3,0,0,15,7,0,0,0,0,0,0,0,0,0,0,187,29,286,-1,http://www.berrysweetstuff.com/,0
66,5,0,0,1,0,10,2,0,0,6,4.5,0,0,0,55,4,7,0,0,0,0,15,9,110,-1,http://jackrx.com/usaa.com-inet-ent-logoff-Logoff-detour-start-detourI...,1
66,4,0,1,1,0,13,2,0,0,10,6,0,0,0,52,3,0,0,0,0,0,147,9,-1,-1,http://td-textile.ru/CIBCOnline%20olbtxn%20Authentication%20SignOn%20c...,1
46,5,0,0,18,2,15,3,2,0,9,4.333333333,8,7.5,0,13,3,0,0,0,0,0,98,10,45,-1,http://tapasplus.co.uk/wp-admin/network/Newdropbox...,1
22,2,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,191,13,131,19801,http://www.jpmorganchase.com/,0
25,2,0,0,1,0,24,3,0,0,11,7.333333333,0,0,0,0,0,0,0,0,0,0,192,11,46,94043,http://diplomatica.blogspot.com/,0
66,6,0,1,1,0,33,4,0,0,17,7.5,0,0,0,32,3,0,0,0,0,0,-1,-1,-1,-1,http://drop-box.metodistaebenezer.com.br/d29e5d7c5800e57dd2a24226181ed...,1
43,6,1,1,1,0,21,3,0,0,15,6.333333333,0,0,0,21,4,1,0,0,0,0,-1,-1,-1,-1,http://warnings-system.at.ua/confirm-pages.html...,1
54,4,0,0,5,1,14,2,1,0,10,6.5,3,3,0,35,3,0,0,0,0,0,37,82,470,-1,http://kirkjellum.com/Doc/09d313bd40365fd987ce4c4636c2ebd3...,1
22,2,0,0,1,0,21,3,0,0,9,6.333333333,0,0,0,0,0,0,0,0,0,0,228,60,333,-1,http://computype.bizland.com/,0
21,2,0,0,1,0,20,3,0,0,12,6,0,0,0,0,0,0,0,0,0,0,155,73,486,-1,http://www.schoolsindia.com/,0
29,2,0,0,1,0,28,3,0,0,20,8.666666667,0,0,0,0,0,0,0,0,0,0,201,3,283,75013,http://www.emergingfromconflict.org/,0
25,2,0,0,11,1,14,3,1,0,6,4,9,9,0,0,0,0,0,0,0,0,12,12,10,1681745868,http://www.cncsaz.com/documents/,1
13,1,0,0,1,0,12,2,0,0,8,5.5,0,0,0,0,0,0,0,0,0,0,97,23,33,26,http://kopworld.net/,0
25,2,0,0,6,1,19,3,1,0,11,5.666666667,4,4,0,0,0,0,0,0,0,0,5,6,167,-1,http://www.buwigzgroup.com/deek/,1
22,2,0,0,1,0,21,3,0,0,10,6.333333333,0,0,0,0,0,0,0,0,0,0,237,15,130,-1,http://zoomtv.indiatimes.com/,0
14,2,0,0,1,0,13,3,0,0,5,3.666666667,0,0,0,0,0,0,0,0,0,0,238,38,467,-1,http://www.acura.com/,0
49,3,0,1,15,2,16,3,2,0,8,4.666666667,8,6,0,18,1,3,0,0,0,0,203,13,5,-1,http://www.in-cites.com/research/2001/oct_15_2001-2.html,0
58,5,0,1,37,2,18,3,2,0,12,5.333333333,32,17,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://micro-unique.co.za/ff/5da6047a69cb262dde237f05ccb09778/...,1
21,3,0,0,1,0,20,4,0,0,9,4.25,0,0,0,0,0,0,0,0,0,0,-1,43,-1,-1,http://www.mineralia.com.mx/,0
37,3,0,0,6,1,17,3,1,0,9,5,4,4,0,14,1,0,0,0,0,0,17,7,161,-1,http://www.billposas.com/2016/pvalidate.html,1
25,2,0,1,1,0,24,3,0,0,16,7.333333333,0,0,0,0,0,0,0,0,0,0,210,18,1288,110049,http://www.relocation-india.com/,0
19,2,0,0,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,193,59,591,-1,http://www.theteahaus.com/,0
44,5,0,0,17,2,15,2,2,0,12,7,7,7,0,12,4,0,0,0,0,0,-1,-1,-1,-1,http://hydrohasards.eu/plugins/dropbox/index.php...,1
20,2,0,0,1,0,19,3,0,0,11,5.666666667,0,0,0,0,0,0,0,0,0,0,206,10,73,75018,http://www.diazrecords.com/,0
31,2,0,0,1,0,30,3,0,0,22,9.333333333,0,0,0,0,0,0,0,0,0,0,166,2,306,-1,http://www.kalpataruinternational.com/,0
53,7,1,0,6,1,33,4,1,0,22,7.5,4,4,0,14,4,0,0,0,0,0,-1,-1,-1,-1,http://www.silveirapiresadvogados.com.br/test/confirm.php...,1
25,2,0,0,8,1,8,2,1,0,4,3.5,6,6,0,9,1,0,0,0,0,0,13,11,36,-1,http://onmt.net/source/index.php,1
51,5,0,0,17,2,19,2,2,0,15,9,7,7,0,15,4,0,0,0,0,0,36,12,13,-1,http://christjagdalpur.com/zeedrop/dropbox/Dropbox.html...,1
37,3,0,0,15,2,22,4,2,0,12,4.75,7,6,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.nationalbank.co.nz/about/cricket/,0
14,2,0,0,1,0,13,3,0,0,5,3.666666667,0,0,0,0,0,0,0,0,0,0,237,51,1376,941152222,http://www.dandm.com/,0
66,5,1,5,1,0,49,3,0,0,34,15.66666667,0,0,0,16,3,2,0,0,0,0,6,6,188,11152,http://update-account-information-pp-case.easyway-jo.com/Update-Your-A...,1
21,1,0,0,1,0,11,2,0,0,7,5,0,0,0,9,0,0,0,0,0,0,199,41,914,94103,http://twitter.com/rioferdy5,0
61,4,0,0,38,4,20,2,4,0,16,9.5,12,8.25,0,3,3,0,0,0,0,0,17,103,425,-1,http://doolysneufchatel.com/wp-includes/certificates/doolys/Void/...,1
19,3,0,0,1,0,18,4,0,0,7,3.75,0,0,0,0,0,0,0,0,0,0,-1,7,-1,110001,http://www.ddindia.gov.in/,0
14,2,0,0,1,0,13,3,0,0,5,3.666666667,0,0,0,0,0,0,0,0,0,0,198,6,254,-1,http://www.ageof.com/,0
23,2,0,0,1,0,22,3,0,0,14,6.666666667,0,0,0,0,0,0,0,0,0,0,216,96,520,90755,http://www.thewinecountry.com/,0
53,4,0,0,25,5,22,2,5,0,18,10.5,8,3.8,0,6,3,0,0,0,0,0,40,8,138,-1,http://surubiproducciones.com/wp/wp-admin/js/rar2/art/new...,1
34,3,0,0,12,2,12,3,2,0,5,3.333333333,7,4.5,0,10,1,0,0,0,0,0,-1,-1,-1,-1,http://www.meada.pl/ourtime/v3/member.htm,1
31,2,0,0,12,1,19,3,1,0,7,5.666666667,10,10,0,0,0,0,0,0,0,0,232,8,159,37,http://website.lineone.net/~markpruce/,0
29,2,0,0,1,0,28,3,0,0,20,8.666666667,0,0,0,0,0,0,0,0,0,0,118,2,327,-1,http://www.computersforretirees.com/,0
66,5,0,0,28,4,13,3,4,0,6,3.666666667,7,5.75,0,25,3,0,0,0,0,0,-1,-1,-1,-1,http://adicon.com.cn/images/qkfiles/201507/Home/cb0860bb4c9a101443e1ae...,1
55,5,0,0,27,2,25,3,2,0,17,7.666666667,14,12,0,3,3,0,0,0,0,0,2,9,3,-1,http://www.firststandardpath.com/serverpath/aolmailservice/...,1
51,4,0,0,14,3,34,2,3,0,30,16.5,4,3.333333333,0,3,3,0,0,0,0,0,3,9,78,-1,http://cochindivinesmillenniumsingers.com/js/game/page/...,1
24,3,0,0,1,0,23,4,0,0,9,5,0,0,0,0,0,0,0,0,0,0,-1,14,-1,-1,http://random.finemedia.com.hk/,1
12,1,0,0,1,0,11,2,0,0,7,5,0,0,0,0,0,0,0,0,0,0,160,8,125,-1,http://ellaroo.com/,0
24,3,0,0,6,1,18,4,1,0,5,3.75,4,4,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.eecs.umich.edu/gasm/,0
54,5,1,2,14,2,37,3,2,0,19,11.66666667,7,5.5,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://login-account.confirm-information.pro/Account/Home/...,1
23,2,0,0,1,0,22,3,0,0,14,6.666666667,0,0,0,0,0,0,0,0,0,0,185,5,225,-1,http://www.eriecivicmusic.com/,0
23,1,0,0,6,1,17,2,1,0,13,8,4,4,0,0,0,0,0,0,0,0,25,11,18,54000,http://sardariqbalco.com/mail/,1
16,2,0,0,1,0,15,3,0,0,7,4.333333333,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://sfp.ucdavis.edu/,0
17,2,0,0,1,0,16,3,0,0,8,4.666666667,0,0,0,0,0,0,0,0,0,0,252,12,64,-1,http://www.netshare.com/,0
46,6,0,0,11,2,16,3,2,0,8,4.666666667,4,4,0,19,4,0,0,0,0,0,12,24,363,-1,http://www.haoqin87.com/food/gtex/verification.php...,1
66,6,0,0,42,5,13,3,5,0,6,3.666666667,13,7.2,0,11,4,0,0,0,0,0,-1,-1,-1,-1,http://cafebu.com.au/wp-content/themes/twentyfifteen/inc/boxd/renew.ph...,1
31,1,0,0,1,0,30,2,0,0,26,14.5,0,0,0,0,0,0,0,0,0,0,125,7,152,110092,http://skinhairnailinstitutedelhi.com/,0
55,6,0,0,21,3,31,4,3,0,20,7,7,5.666666667,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://www.evangelistaadvogados.com.br/newdrop/deiswe/dpbx/...,1
22,2,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,207,33,247,84054,http://www.mrscavanaughs.com/,0
53,6,0,2,5,1,32,3,1,0,20,10,3,3,0,16,4,1,0,0,0,0,52,8,143,-1,http://support-ecovery-info.twomini.com/adv/Re-Confim.Htm...,1
22,3,0,0,1,0,21,4,0,0,10,4.5,0,0,0,0,0,0,0,0,0,0,189,3,319,-1,http://www.litandphil.org.uk/,0
19,2,0,0,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,217,11,402,-1,http://www.dynahitech.com/,0
21,3,0,0,1,0,20,4,0,0,10,4.25,0,0,0,0,0,0,0,0,0,0,201,15,314,-1,http://www.cannymusic.co.uk/,0
17,2,0,0,1,0,16,3,0,0,8,4.666666667,0,0,0,0,0,0,0,0,0,0,244,56,1420,-1,http://www.kaplanco.com/,0
33,2,0,3,1,0,32,3,0,0,22,10,0,0,0,0,0,0,0,0,0,0,128,18,95,22761,http://adresse-e-mail-bluewin.jimdo.com/,1
22,2,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,196,20,333,-1,http://www.coffeebreakct.com/,0
14,3,0,0,1,0,13,4,0,1,3,2.5,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://185.72.179.12/,1
17,2,0,0,1,0,16,3,0,0,8,4.666666667,0,0,0,0,0,0,0,0,0,0,226,2,322,105,http://www.twinings.com/,0
21,3,0,0,1,0,13,3,0,0,6,3.666666667,0,0,0,7,1,0,0,0,0,0,-1,8,142,44238,http://123456.2fh.co/Log.php,1
26,2,0,0,1,0,25,3,0,0,17,7.666666667,0,0,0,0,0,0,0,0,0,0,79,5,224,17201,http://www.mrsgibblescandies.com/,0
66,6,1,0,13,2,27,4,2,0,16,6,6,5,0,26,3,0,0,0,0,0,-1,-1,-1,-1,http://www.buysaffrononline.com.au/drop/update/6d4e57629aedcfcd5dc884a...,1
18,1,0,1,6,1,12,2,1,0,9,5.5,4,4,0,0,0,0,0,0,0,0,-1,3,-1,-1,http://eco-plast.rs/na0h/,1
20,2,0,0,1,0,19,3,0,0,11,5.666666667,0,0,0,0,0,0,0,0,0,0,227,25,1639,-1,http://www.kindermagic.com/,0
56,9,1,0,17,3,26,6,3,0,6,3.5,7,4.333333333,0,13,4,0,0,0,0,0,226,14,8,85016,http://hiroba.dqx.jp.iuxrl.usa.cc/account/app/svc/login.html...,1
25,2,0,0,1,0,24,3,0,0,16,7.333333333,0,0,0,0,0,0,0,0,0,0,142,2,465,508,http://www.acquiredtastetea.com/,0
66,4,0,0,41,3,17,2,3,0,14,8,14,12.33333333,0,8,3,0,0,0,0,0,-1,6,-1,-1,http://personalizzalo.it/administrator/components/com_acymailing/views...,1
30,3,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,8,1,0,0,0,0,0,40,8,144,-1,http://www.ecobluanalyst.com/jig.html,1
19,2,0,0,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,171,105,457,337,http://www.tenrenstea.com/,0
66,4,0,1,23,3,12,2,3,0,8,5.5,11,6.333333333,0,31,3,0,0,0,0,0,15,9,98,11000,http://lily-ksa.com/wp-includes/pomo/Data/c779c78ce65495bae9d3447a104c...,1
20,2,0,0,1,0,19,3,0,0,11,5.666666667,0,0,0,0,0,0,0,0,0,0,57,3,1734,-1,http://www.janscandies.com/,0
44,4,0,0,12,2,24,4,2,0,11,5.25,5,4.5,0,8,1,0,0,0,0,0,-1,-1,-1,-1,http://www.math.oregonstate.edu/~show/docs/pde.html,0
65,4,0,0,46,3,16,2,3,0,12,7.5,32,14,0,3,3,0,0,0,0,0,52,8,42,4444000,http://vertebraledu.org/logs/apache/7a84f4a724de82159ebf517babd24a64/...,1
26,2,0,0,1,0,25,3,0,0,17,7.666666667,0,0,0,0,0,0,0,0,0,0,198,6,501,-1,http://www.loanservicecenter.com/,0
49,7,0,0,8,1,17,2,1,0,14,8,6,6,0,24,6,0,0,0,0,0,-1,-1,-1,-1,http://specialrentals.gr/wp-css/my.screenname.aol.htm...,1
66,5,0,1,35,5,14,2,5,0,11,6.5,8,5.8,0,9,1,0,8,1,0,0,53,7,-1,-1,http://forest-camp.ru/wp-admin/network/uxc/Auto/newpage/index.php?;;;f...,1
64,4,0,0,19,1,10,2,1,0,6,4.5,17,17,0,35,3,0,0,0,0,0,41,79,325,4218,http://kacose.com/davisconstruction/367a41db37afb01f509e387d8c7c36d2...,1
31,2,0,0,12,1,19,3,1,0,12,5.666666667,10,10,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://qualyprintbh.com.br/formulario/,1
22,2,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,183,9,92,-1,http://www.kashmirherald.com/,0
66,5,1,0,34,4,13,3,4,0,5,3.666666667,10,7.25,0,19,3,2,0,0,0,0,7,5,222,98083,http://www.oyuny.com/wp-content/themes/Boutique/cache/confirm-your-acc...,1
17,2,0,0,1,0,16,3,0,0,8,4.666666667,0,0,0,0,0,0,0,0,0,0,217,11,24,-1,http://www.radioera.com/,0
66,4,0,0,8,1,19,2,1,0,15,9,6,6,0,39,3,0,0,0,0,0,4,8,121,55448,http://powerrockonline.com/paypal/khz0wvqbo8ooze8qiif9j55j03vyl77vfwm2...,1
63,3,0,0,23,1,22,3,1,0,14,6.666666667,21,21,0,18,1,2,0,0,0,0,128,4,250,-1,http://www.thinkingblocks.com/ThinkingBlocks_Ratios/TB_Ratio_Main.html,0
66,5,0,0,15,3,27,3,3,0,19,8.333333333,5,3.666666667,0,24,3,0,0,0,0,0,60,0,753,60586,http://www.plainfieldriverdays.com/js/ajax/bobbu/5bbb91180dc0937f999da...,1
16,2,0,0,1,0,15,3,0,0,7,4.333333333,0,0,0,0,0,0,0,0,0,0,200,4,340,-1,http://www.esiksha.com/,0
18,2,0,0,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,224,4,19,-1,http://www.linenhall.com/,0
34,2,0,1,6,1,17,2,1,0,13,8,4,4,0,11,1,0,0,0,0,0,2,10,66,14000,http://th-dbsvickers.com/info/default.asp,1
50,5,1,0,27,3,20,2,3,0,16,9.5,8,7.666666667,0,3,3,0,0,0,0,0,41,12,188,-1,http://citimarineyachts.com/activate/account/usaa.com/...,1
49,7,0,0,20,3,17,4,3,0,6,3.5,9,5.333333333,0,12,4,0,0,0,0,0,-1,-1,-1,-1,http://www.kadekr.com.br/ads/file/documents/index.php...,1
21,2,0,1,1,0,20,3,0,0,12,6,0,0,0,0,0,0,0,0,0,0,107,1,333,-1,http://www.vivid-techno.com/,0
45,6,1,1,17,2,16,3,2,0,9,4.666666667,7,7,0,12,4,0,0,0,0,0,-1,8,142,44238,http://hams-page.2fh.co/account/Archive/index.htm...,1
56,9,1,0,17,3,26,6,3,0,6,3.5,7,4.333333333,0,13,4,0,0,0,0,0,226,14,8,85016,http://hiroba.dqx.jp.ieual.usa.cc/account/app/svc/login.html...,1
59,4,0,0,43,3,13,2,3,0,9,6,33,13,0,3,3,0,0,0,0,0,52,8,118,-1,http://aridfoods.com/V4/MGen/F447526ac6c0a83109cd651207ed24e21/...,1
66,4,0,1,29,2,24,2,2,0,21,11.5,17,13,0,13,3,0,0,0,0,0,-1,-1,-1,76135,http://computerservice-filip.de/plaintext/00000198640aab305/000001985b...,1
66,7,1,0,17,2,30,3,2,0,23,9.333333333,8,7,0,19,5,0,0,0,0,0,5,19,165,-1,http://compasschildrenscharity.org.uk/wp-admin/images/login.alibaba.co...,1
66,5,0,0,7,1,26,3,1,0,18,8,5,5,0,33,3,0,0,0,0,0,81,3,134,-1,http://old.cincinnaticleaning.net/obama/7162a590f374bb124f6e6d0209b5cc...,1
26,2,0,0,10,1,16,3,1,0,8,4.666666667,8,8,0,0,0,0,0,0,0,0,230,10,52,-1,http://www.funbrain.com/linejump/,0
47,7,0,0,20,2,15,3,2,0,8,4.333333333,13,8.5,0,12,4,0,0,0,0,0,-1,-1,-1,-1,http://anaabbas.com.br/.dataservices/page/index.php...,1
30,2,0,0,8,1,22,3,1,0,14,6.666666667,6,6,0,0,0,0,0,0,0,0,156,12,8,34100,http://www.oskabilgisayar.com/active/,1
66,6,0,0,8,2,23,4,2,0,12,5,3,2.5,0,35,3,0,0,0,0,0,-1,-1,-1,-1,http://www.cityofdreams.com.ua/tmp/pa/180pndttuzsu62kkaz55agvd6ihqpf4y...,1
23,2,0,0,1,0,22,3,0,0,14,6.666666667,0,0,0,0,0,0,0,0,0,0,243,9,60,-1,http://www.perfumeforless.com/,0
19,1,0,0,1,0,18,2,0,0,14,8.5,0,0,0,0,0,0,0,0,0,0,199,5,213,-1,http://webbeautystore.com/,0
56,6,0,0,16,2,21,3,2,0,13,6.333333333,9,6.5,0,19,4,0,0,0,0,0,3,21,37,-1,http://www.shirazwinebar.com/view/mypicture/verification.php...,1
59,10,0,0,42,1,14,3,1,0,7,4,40,40,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://topmiss.com.br/usaa.com.online.payment.verification.com/...,1
58,5,1,0,30,4,15,2,4,0,11,7,11,6.25,0,13,4,0,0,0,0,0,114,6,201,-1,http://dynastyreps.com/wp-includes/js/tinymce/utils/update.php...,1
51,6,1,0,7,1,20,3,1,0,12,6,5,5,0,8,1,0,16,1,11,0,53,7,156,98083,http://www.forosbolivia.com/login/inet.php?LOB=RBGLogon...,1
66,4,1,1,46,3,15,2,3,0,10,7,32,14,0,5,3,0,0,0,0,0,2,10,8,0,http://to-support.info/sig/account/47a2b48ad194df92ed8b50c0d3b2ac7e/Up...,1
17,2,0,0,1,0,16,3,0,0,8,4.666666667,0,0,0,0,0,0,0,0,0,0,185,7,157,400078,http://www.polyglov.net/,0
45,5,1,0,15,3,27,3,3,0,20,8.333333333,5,3.666666667,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://cursoparaserralheria.com.br/page/login/nD/...,1
51,2,0,0,32,5,14,3,5,0,5,4,7,5.2,0,5,0,0,0,0,0,0,233,43,1865,39,http://plus.maths.org/content/os/issue14/news/papyri/index,0
20,2,0,0,1,0,19,3,0,0,11,5.666666667,0,0,0,0,0,0,0,0,0,0,202,2,347,902130900,http://www.foxbusiness.com/,0
37,3,0,0,7,1,16,3,1,0,8,4.666666667,5,5,0,14,1,0,0,0,0,0,-1,-1,-1,-1,http://www.dhltoday.xyz/ionAR/attachment.php,1
11,2,0,0,1,0,10,3,0,0,3,2.666666667,0,0,0,0,0,0,0,0,0,0,-1,4,-1,110003,http://rni.nic.in/,0
66,6,0,0,20,2,30,4,2,0,19,6.75,10,8.5,0,16,3,0,0,0,0,0,-1,-1,-1,-1,http://www.jardinescolgantesba.com.ar/wp-content/storage/d581463a8b39d...,1
24,1,0,0,12,1,12,2,1,0,8,5.5,10,10,0,0,0,0,0,0,0,0,194,10,250,19063,http://satirist.org/learn-game/,0
28,2,0,0,1,0,27,3,0,0,19,8.333333333,0,0,0,0,0,0,0,0,0,0,185,7,174,18636,http://www.mymothersdelicacies.com/,0
66,6,1,0,10,1,14,3,1,0,7,4,8,8,0,11,1,0,31,1,19,1,-1,-1,-1,-1,http://senopel.com.br/dezastre/confirm.php?session_id=sdvnwrevsdubv893...,1
66,4,0,1,43,4,17,2,4,0,14,8,14,9.5,0,6,3,0,0,0,0,0,29,7,-1,-1,http://bel-sodeystvie.ru/carpress/wp-content/themes/twentyfourteen/pag...,1
66,5,0,0,14,2,15,2,2,0,11,7,7,5.5,0,37,4,1,0,0,0,0,2,10,4,-1,http://lifestylenl.net/usaaone/usaa/USAA%20_%20Welcome%20to%20USAA.htm...,1
